AREACD,AREANM,Method,% workforce taking bus and rail,Retail (47),Health (Q),Professional (M),Education (P),Finance (K),Food and Drink (56),Admin and support (N),Public admin (O),Information and communication (J),Construction (F),Manufacturing (C) ,Transport (H),Arts (R),"Other Services (S,T,U)","Wholesale (45,46,48)",Accommodation (55),Real estate (L),"Agriculture, electricity, water, mining (A,B,D,E)"
E07000034,Chesterfield,Rail,9.537177688,0.121137539,0.082681178,0.063452997,0.109600631,0.048070452,0.030765089,0.030765089,0.063452997,0.101909358,0.034610725,0.046147634,0.04999327,0.026919453,0.017305363,0.024996635,0.015382545,0.003845636,0.001922818
E07000150,Corby,Rail,5.734477862,0.009681167,0.009681167,0.022589389,0.019362334,0.045178779,0.029043501,0.006454111,0.012908223,0.029043501,0.058087001,0.019362334,0.032270556,0.009681167,0.009681167,0,0.006454111,0.003227056,0.006454112
E07000151,Daventry,Rail,1.98019802,0.041146972,0.0360036,0.069435515,0.028288543,0.030860229,0.020573486,0.0180018,0.023145172,0.051433715,0.025716857,0.041146972,0.030860229,0.020573486,0.010286743,0.0180018,0,0,0.002571686
E07000035,Derbyshire Dales,Rail,3.494226454,0.035571608,0.065670662,0.054725551,0.10124227,0.027362776,0.038307886,0.01094511,0.049252996,0.038307886,0.027362776,0.008208833,0.049252996,0.035571608,0.01094511,0.005472555,0.041044164,0.005472555,0.008208834
E07000137,East Lindsey,Rail,2.124605225,0.01531247,0.017226529,0.026796823,0.009570294,0.01531247,0.011484353,0.009570294,0.024882764,0.019140588,0.009570294,0.017226529,0.007656235,0.011484353,0.001914059,0.003828118,0.007656235,0,0.001914059
E07000152,East Northamptonshire,Rail,2.133435534,0.025550126,0.08303791,0.08303791,0.038325189,0.035131423,0.003193766,0.031937658,0.044712721,0.054294018,0.057487784,0.015968829,0.019162595,0.012775063,0.009581298,0.006387532,0,0.019162595,0.006387532
E07000036,Erewash,Rail,6.004768629,0.041667631,0.037037894,0.027778421,0.039352763,0.030093289,0.034723026,0.030093289,0.048612236,0.027778421,0.041667631,0.039352763,0.016204079,0.011574342,0.01388921,0.018518947,0.004629737,0.002314868,0.006944605
E07000173,Gedling,Rail,8.401733093,0.053822762,0.059205038,0.040367071,0.037675933,0.01345569,0.040367071,0.016146828,0.032293657,0.021529105,0.021529105,0.061896176,0.01345569,0.021529105,0.008073414,0.026911381,0.002691138,0.010764552,0.021529105
E07000131,Harborough,Rail,2.793927268,0.07296693,0.056490526,0.082382017,0.025891491,0.065905614,0.021183947,0.070613158,0.037660351,0.063551842,0.068259386,0.030599035,0.023537719,0.023537719,0.016476403,0.035306579,0.002353772,0.004707544,0.002353772
E07000037,High Peak,Rail,4.656903534,0.332834082,0.141454485,0.158096189,0.183058745,0.158096189,0.113718311,0.049925112,0.102623842,0.085982138,0.055472347,0.124812781,0.077661286,0.04160426,0.049925112,0.033283408,0.016641704,0.011094469,0.022188938
E07000132,Hinckley and Bosworth,Rail,2.749526548,0.037408524,0.009352131,0.049098688,0.032732459,0.032732459,0.004676066,0.016366229,0.014028197,0.035070492,0.04208459,0.035070492,0.021042295,0.014028197,0.009352131,0.011690164,0.002338033,0,0.023380328
E07000153,Kettering,Rail,3.852123607,0.054089648,0.202248248,0.039979305,0.042331029,0.03057241,0.018813791,0.039979305,0.028220686,0.058793095,0.035275857,0.028220686,0.037627581,0.014110343,0.004703448,0.014110343,0.002351724,0.002351724,0.007055172
E07000138,Lincoln,Rail,6.831960909,0.200886798,0.085060176,0.088679757,0.157451814,0.045244774,0.027146865,0.030766446,0.11220704,0.034386028,0.041625192,0.079630803,0.023527283,0.021717492,0.032576237,0.021717492,0.001809791,0.003619582,0.021717492
E07000174,Mansfield,Rail,7.178067555,0.075277434,0.080134042,0.014569826,0.048566086,0.03399626,0.041281173,0.029139652,0.048566086,0.024283043,0.082562347,0.021854739,0.014569826,0.009713217,0.014569826,0.021854739,0.002428304,0.004856609,0.007284913
E07000133,Melton,Rail,3.207572563,0.022430577,0.053833386,0.080750079,0.031402808,0.026916693,0.026916693,0.008972231,0.040375039,0.062805617,0.031402808,0.04934727,0.026916693,0.026916693,0,0.013458346,0.004486115,0.013458346,0.008972231
E07000175,Newark and Sherwood,Rail,3.045021848,0.103386392,0.042915106,0.070224719,0.0292603,0.021457553,0.031210986,0.013654806,0.040964419,0.074126092,0.052668539,0.050717853,0.025358926,0.027309613,0.021457553,0.001950687,0.00585206,0.00585206,0.019506866
E07000038,North East Derbyshire,Rail,5.724214184,0.053703996,0.091612699,0.066340231,0.041067762,0.066340231,0.04422682,0.037908703,0.028431527,0.069499289,0.028431527,0.047385879,0.02211341,0.031590586,0.012636234,0.009477176,0.003159059,0.003159059,0.003159059
E07000139,North Kesteven,Rail,2.690514905,0.06504065,0.06504065,0.056368564,0.045528455,0.028184282,0.02601626,0.01300813,0.073712737,0.030352304,0.034688347,0.043360434,0.032520325,0.01300813,0.032520325,0.043360434,0.002168022,0.008672087,0.017344174
E07000134,North West Leicestershire,Rail,3.105187053,0.014830744,0.025953802,0.046346075,0.009269215,0.01853843,0.011123058,0.007415372,0.096399837,0.014830744,0.022246116,0.016684587,0.077861407,0.005561529,0.001853843,0.009269215,0.001853843,0.005561529,0.012976901
E07000154,Northampton,Rail,7.27376429,0.10065172,0.086392726,0.067939911,0.048648331,0.085553962,0.02516293,0.090586548,0.053680917,0.060391032,0.078005083,0.047809567,0.039421924,0.030195516,0.01761405,0.027679223,0.000838764,0.00587135,0.005032586
E07000135,Oadby and Wigston,Rail,6.706485444,0.051733057,0.042327047,0.028218031,0.042327047,0.056436063,0.014109016,0.023515026,0.032921037,0.075248084,0.023515026,0.070545078,0.00940601,0.00940601,0.018812021,0.014109016,0,0.018812021,0
E07000176,Rushcliffe,Rail,8.301421432,0.084377231,0.058415006,0.1038489,0.099521862,0.049760931,0.054087969,0.028125744,0.157936869,0.116830012,0.041106856,0.038943337,0.038943337,0.047597412,0.002163519,0.030289262,0.002163519,0.006490556,0.082213712
E07000039,South Derbyshire,Rail,2.462232111,0.01756646,0.020494203,0.046843893,0.011710973,0.029277433,0.005855487,0.011710973,0.014638716,0.038060663,0.03513292,0.032205176,0.055627123,0.002927743,0,0.032205176,0.002927743,0.005855487,0.005855486
E07000140,South Holland,Rail,1.827929538,0.002552974,0.010211897,0.035741639,0.01787082,0.022976768,0.005105948,0.01787082,0.028082716,0.015317845,0.01787082,0.030635691,0.012764871,0.002552974,0.005105948,0.007658923,0,0.002552974,0.005105948
E07000141,South Kesteven,Rail,2.680523266,0.064193761,0.072868594,0.072868594,0.057253895,0.065928728,0.031229397,0.022554565,0.050314029,0.053783962,0.053783962,0.027759464,0.020819598,0.013879732,0.027759464,0.013879732,0.006939866,0.008674833,0.008674833
E07000155,South Northamptonshire,Rail,2.762590761,0.031820417,0.031820417,0.095461251,0.034713182,0.07231913,0.020249356,0.049177008,0.049177008,0.069426365,0.054962539,0.040498713,0.026034887,0.020249356,0.002892765,0.011571061,0.023142122,0.002892765,0.002892765
E07000156,Wellingborough,Rail,3.374304267,0.104359926,0.026089981,0.052179963,0.037685529,0.049281076,0.031887755,0.231910946,0.052179963,0.086966605,0.049281076,0.05507885,0.052179963,0.020292208,0.020292208,0.049281076,0.005797774,0,0.002898887
E07000142,West Lindsey,Rail,2.414858708,0.060530759,0.028672465,0.031858294,0.076459906,0.022300806,0.022300806,0.019114977,0.044601612,0.035044124,0.015929147,0.009557488,0.015929147,0.015929147,0.012743318,0.006371659,0.006371659,0.006371659,0.006371659
E06000019,"Herefordshire, County of UA",Rail,2.231170599,0.075998185,0.08053539,0.047640653,0.049909256,0.026088929,0.029491833,0.01814882,0.040834846,0.022686025,0.022686025,0.024954628,0.01814882,0.029491833,0.019283122,0.015880218,0.004537205,0.002268603,0.007940109
E06000051,Shropshire UA,Rail,2.935534301,0.088066029,0.088748711,0.069633604,0.054614592,0.017749742,0.054614592,0.025259249,0.094210171,0.038912897,0.024576566,0.023893884,0.03413412,0.038912897,0.017749741,0.019797789,0.008874871,0.005461459,0.007509506
E06000021,Stoke-on-Trent UA,Rail,7.69036153,0.066303741,0.061069235,0.042748465,0.111669458,0.031407035,0.013958682,0.025300112,0.057579564,0.027917365,0.028789782,0.0296622,0.042748465,0.027044947,0.008724176,0.009596594,0.005234506,0.004362088,0.007851759
E06000020,Telford and Wrekin UA,Rail,5.407121633,0.148567047,0.095849708,0.050321097,0.063500431,0.172529474,0.050321097,0.033547398,0.107830921,0.185708809,0.033547398,0.063500431,0.031151155,0.025160548,0.028754912,0.025160548,0.005990607,0.007188728,0.013179335
E08000025,Birmingham,Rail,23.9094745,0.625080302,0.729294342,1.610728948,0.748056949,1.350907641,0.233920752,0.364851113,0.945268254,0.330792904,0.210467495,0.230453749,0.414000983,0.185178765,0.165192511,0.117062347,0.047518339,0.180692055,0.026512379
E07000234,Bromsgrove,Rail,4.508967129,0.10415079,0.147335264,0.066046842,0.127013159,0.132093685,0.048265,0.058426053,0.043184474,0.101610527,0.050805263,0.083828685,0.00762079,0.040644211,0.043184474,0.022862369,0.017781842,0.012701316,0.002540263
E07000192,Cannock Chase,Rail,4.030414344,0.071925814,0.087338488,0.033394128,0.041100465,0.041100465,0.046238023,0.023119012,0.033394128,0.023119012,0.035962907,0.043669244,0.038531686,0.012843895,0.007706337,0.041100465,0,0.005137558,0.010275116
E08000026,Coventry,Rail,12.00056426,0.133675471,0.145094983,0.139049359,0.395652524,0.089340893,0.039632426,0.07120402,0.23712282,0.108149502,0.041647634,0.063143187,0.049036731,0.03896069,0.030899858,0.03560201,0.006045624,0.013434721,0.328478921
E08000027,Dudley,Rail,8.775258131,0.092031226,0.07184894,0.060546859,0.058932276,0.073463523,0.026640618,0.080729146,0.08880206,0.042786447,0.046822904,0.063776025,0.03874999,0.023411452,0.009687497,0.036328116,0.000807291,0.002421874,0.01130208
E07000193,East Staffordshire,Rail,3.776661008,0.082357094,0.077314823,0.040338168,0.047061196,0.018488327,0.062188009,0.018488327,0.021849841,0.048741953,0.025211355,0.065549524,0.030253626,0.020169084,0.006723028,0.011765299,0.001680757,0.005042271,0.001680757
E07000194,Lichfield,Rail,3.827453766,0.11100504,0.11100504,0.095464334,0.064382923,0.088804032,0.044402016,0.051062318,0.082143729,0.071043225,0.02664121,0.08436383,0.02664121,0.035521613,0.019980907,0.02664121,0.002220101,0.011100504,0.008880403
E07000235,Malvern Hills,Rail,2.628825115,0.082448074,0.117329951,0.13001427,0.107816712,0.034881877,0.050737276,0.028539718,0.076105914,0.050737276,0.028539718,0.088790233,0.015855399,0.038052957,0.044395117,0.015855399,0.00317108,0.009513239,0.00951324
E07000195,Newcastle-under-Lyme,Rail,5.867753587,0.070622894,0.090800864,0.038338142,0.08676527,0.0665873,0.02017797,0.022195767,0.042373736,0.032284752,0.030266955,0.018160173,0.022195767,0.024213564,0.004035594,0.022195767,0.004035594,0,0.006053391
E07000218,North Warwickshire,Rail,3.736225029,0.057867458,0.027675741,0.047803553,0.015095859,0.022643788,0.012579882,0.045287576,0.045287576,0.020127812,0.060383435,0.052835505,0.072963317,0.022643788,0.012579882,0.037739647,0.017611835,0.007547929,0.030191717
E07000219,Nuneaton and Bedworth,Rail,5.444195349,0.103301244,0.057145369,0.048353774,0.05494747,0.039562179,0.024176887,0.065936964,0.041760077,0.041760077,0.032968482,0.024176887,0.046155875,0.013187393,0.010989494,0.013187393,0.002197899,0.002197899,0
E07000236,Redditch,Rail,8.180960396,0.275418866,0.114757861,0.091806289,0.058654018,0.045903144,0.028051922,0.048453319,0.068854717,0.061204192,0.033152271,0.099456813,0.04335297,0.020401397,0.035702446,0.045903144,0,0.005100349,0.007650525
E07000220,Rugby,Rail,3.591206578,0.098590368,0.065027689,0.113274039,0.031465011,0.054539352,0.03985568,0.033562678,0.071320691,0.111176372,0.140543715,0.119567041,0.15312972,0.018879007,0.018879007,0.023074341,0.004195335,0.004195335,0.014683672
E08000028,Sandwell,Rail,12.04759977,0.169885764,0.214341851,0.102407773,0.124635817,0.103201632,0.066684132,0.127811252,0.14765772,0.044456088,0.115903372,0.247683917,0.177030492,0.040486794,0.034135924,0.130192828,0.011907881,0.026991196,0.048425381
E08000029,Solihull,Rail,11.72660152,0.320404386,0.164182372,0.217914784,0.119405361,0.21691974,0.169157595,0.242790901,0.169157595,0.269657108,0.107464825,0.086568887,0.125375629,0.050747279,0.033831519,0.06169277,0.133335987,0.035821608,0.103484647
E07000196,South Staffordshire,Rail,3.557914795,0.051721791,0.038110794,0.035388594,0.046277392,0.046277392,0.024499796,0.032666394,0.054443991,0.038110794,0.048999592,0.05988839,0.029944195,0.024499796,0.032666394,0.010888798,0.010888798,0.005444399,0.013610998
E07000197,Stafford,Rail,4.317334438,0.105048233,0.142037048,0.060661656,0.09765047,0.075457182,0.044386577,0.053263893,0.130200627,0.057702551,0.026631946,0.056222998,0.041427472,0.056222998,0.034029709,0.010356868,0.007397763,0.002959105,0.010356868
E07000198,Staffordshire Moorlands,Rail,3.408347321,0.019915218,0.017070187,0.014225156,0.028450312,0.096731059,0.011380125,0.011380125,0.002845031,0.017070187,0.011380125,0.008535093,0.019915218,0.02560528,0.008535093,0.008535093,0,0,0.008535093
E07000221,Stratford-on-Avon,Rail,3.177257525,0.090644829,0.145344294,0.078142094,0.078142094,0.09220767,0.028131154,0.040633889,0.031256837,0.079704935,0.057825149,0.048448098,0.035945363,0.110961773,0.021879786,0.020316944,0.010939893,0.006251367,0.012502736
E07000199,Tamworth,Rail,5.411354974,0.052569326,0.029570246,0.065711657,0.039426994,0.062426074,0.036141411,0.052569326,0.065711657,0.039426994,0.042712577,0.036141411,0.052569326,0.062426074,0.013142331,0.026284663,0,0.006571166,0.009856749
E08000030,Walsall,Rail,10.50880552,0.128907509,0.097628481,0.074880097,0.069193001,0.082462892,0.020852685,0.047392466,0.138386002,0.02843548,0.061610206,0.063505905,0.034122576,0.024644083,0.009478493,0.027487631,0.001895699,0.021800535,0.008530643
E07000222,Warwick,Rail,5.029283139,0.168793637,0.134267666,0.213549526,0.062658244,0.071609422,0.053707066,0.07672438,0.080560599,0.163678678,0.042198409,0.07800312,0.037083451,0.056264546,0.031968492,0.047313368,0.00127874,0.014066136,0.0805606
E08000031,Wolverhampton,Rail,12.87417145,0.239690983,0.274722742,0.148424032,0.317129608,0.11523605,0.066375965,0.158564804,0.255363086,0.12629871,0.136439483,0.157642916,0.138283259,0.052547639,0.05715708,0.065454076,0.011062661,0.023969098,0.028578541
E07000237,Worcester,Rail,6.139694885,0.271088842,0.179479509,0.138348789,0.215001496,0.102826802,0.059826503,0.080391864,0.14769668,0.089739755,0.03178283,0.041130721,0.054217768,0.043000299,0.043000299,0.024304517,0.001869578,0.134609632,0.013087047
E07000238,Wychavon,Rail,2.380646935,0.100797214,0.029322826,0.060478329,0.031155503,0.034820856,0.034820856,0.049482269,0.051314945,0.042151562,0.023824796,0.093466508,0.038486209,0.018326766,0.02199212,0.034820856,0,0.007330706,0.007330707
E07000239,Wyre Forest,Rail,3.043409043,0.153895139,0.074294205,0.090214392,0.07694757,0.074294205,0.037147103,0.045107196,0.071640841,0.031840374,0.053067289,0.061027383,0.02388028,0.045107196,0.021226916,0.021226916,0.010613458,0.018573551,0.002653364
E06000055,Bedford UA,Rail,5.493376733,0.125395195,0.158744981,0.157410989,0.120059229,0.07470352,0.050691675,0.064031589,0.164080947,0.102717341,0.120059229,0.053359657,0.158744981,0.044021717,0.025345837,0.030681803,0.005335966,0.010671931,0.013339914
E06000056,Central Bedfordshire UA,Rail,4.051783473,0.145754889,0.063767764,0.148791449,0.073889631,0.095145552,0.067816511,0.087048059,0.11741366,0.137657395,0.283412284,0.112352727,0.060731204,0.076926191,0.039475282,0.036438722,0.009109681,0.017207174,0.015182801
E06000032,Luton UA,Rail,9.903280067,0.282192023,0.202514276,0.235713337,0.243459785,0.131689611,0.125049799,0.38621575,0.2157939,0.208047453,0.264485857,0.203620911,0.468106768,0.060864946,0.053118499,0.0719313,0.016599531,0.033199062,0.006639813
E06000031,Peterborough UA,Rail,8.445726437,0.375081218,0.112229026,0.113213491,0.047254327,0.096477584,0.022642698,0.078757211,0.135856189,0.097462049,0.063990234,0.041347536,0.085648467,0.03248735,0.020673768,0.019689303,0.003937861,0.010829117,0.010829117
E06000033,Southend-on-Sea UA,Rail,12.36400694,0.720246784,0.526069353,0.337400501,0.444817804,0.739526813,0.253394662,0.453080673,0.425537775,0.238246068,0.571515135,0.192800286,0.329137632,0.242377503,0.144600215,0.088137274,0.023411463,0.092268709,0.031674333
E06000034,Thurrock UA,Rail,10.77901924,1.478895096,0.364680323,0.238981999,0.228119181,0.358472998,0.411235258,0.339851024,0.234326505,0.249844817,1.163873371,0.218808194,0.468653011,0.055865922,0.10707635,0.221911856,0.034140286,0.049658597,0.045003103
E07000200,Babergh,Rail,2.862605997,0.066507787,0.019398105,0.080363576,0.038796209,0.09976168,0.038796209,0.041567367,0.038796209,0.080363576,0.102532838,0.027711578,0.036025051,0.033253893,0.02494042,0.008313473,0.005542316,0.008313473,0.019398105
E07000066,Basildon,Rail,8.993254759,0.529297391,0.423677957,0.313257639,0.174032022,0.489690103,0.177632684,0.22804196,0.332461173,0.216039751,1.159413332,0.298854989,0.22804196,0.062411484,0.104419213,0.140425838,0.012002208,0.086415901,0.052809717
E07000067,Braintree,Rail,4.742115156,0.2189995,0.16899174,0.18451139,0.063803004,0.270731665,0.086220276,0.082771465,0.210377472,0.144850063,0.339707886,0.155196496,0.098291114,0.037936921,0.036212516,0.077598248,0.001724406,0.024141677,0.027590488
E07000143,Breckland,Rail,1.892236726,0.049072529,0.05103543,0.035332221,0.062812837,0.062812837,0.023554814,0.017666111,0.029443518,0.021591913,0.052998332,0.039258023,0.013740308,0.025517715,0.003925802,0.027480616,0.005888704,0.001962901,0.005888704
E07000068,Brentwood,Rail,10.11878703,0.496162041,0.545778245,0.586638648,0.274348422,1.2228935,0.253918221,0.583720048,0.358987829,0.472813239,0.998161282,0.408604034,0.344394828,0.137174211,0.12841841,0.154685813,0.020430202,0.026267402,0.0175116
E07000144,Broadland,Rail,3.651520242,0.029396943,0.071392575,0.031496724,0.020997816,0.067193012,0.018898035,0.018898035,0.035696288,0.044095414,0.023097598,0.018898035,0.016798253,0.027297161,0.004199563,0.014698471,0.004199563,0.027297161,0.002099782
E07000095,Broxbourne,Rail,8.767620948,1.256172129,0.240489165,0.327474608,0.179087676,0.20467163,0.156062118,0.283981887,0.125361373,0.330033003,1.143602732,0.345383376,0.286540282,0.092102233,0.089543838,0.248164351,0.020467163,0.043492721,0.020467163
E07000008,Cambridge,Rail,12.01579442,0.45187242,0.388525819,0.743266784,1.108565516,0.123525872,0.105577668,0.124581648,0.195318686,0.388525819,0.079183251,0.087629465,0.121414318,0.142529852,0.071792814,0.0316733,0.013725097,0.045398397,0.021115533
E07000069,Castle Point,Rail,8.197617653,0.246045694,0.249951181,0.183557899,0.187463386,0.492091388,0.128881078,0.117164616,0.206990822,0.156219488,1.222417497,0.23823472,0.175746924,0.058582308,0.085920719,0.085920719,0,0.023432923,0.023432923
E07000070,Chelmsford,Rail,8.705910678,0.363548814,0.317804261,0.399662935,0.263633081,0.725893824,0.137233658,0.115565186,0.487540628,0.261225472,0.524858553,0.157698327,0.115565186,0.095100518,0.071024437,0.073432045,0.016853256,0.056578789,0.01805706
E07000071,Colchester,Rail,8.609979452,0.213794496,0.301687789,0.201917024,0.242300429,0.319503997,0.06770159,0.105709501,0.300500042,0.179349827,0.18647631,0.061762854,0.206668013,0.091456534,0.02969368,0.047509888,0.005938736,0.041571152,0.009501977
E07000096,Dacorum,Rail,5.664762419,0.325371478,0.109456765,0.356859041,0.130448473,0.143943142,0.074970387,0.077969202,0.11245558,0.425831796,0.382348972,0.064474533,0.088465056,0.106457949,0.068972756,0.064474533,0.023990524,0.017992893,0.0194923
E07000009,East Cambridgeshire,Rail,2.382772681,0.184760449,0.079638124,0.121049949,0.156090724,0.04459735,0.060524975,0.0254842,0.063710499,0.111493374,0.060524975,0.092380224,0.089194699,0.060524975,0.0127421,0.0382263,0,0.003185525,0.009556575
E07000242,East Hertfordshire,Rail,5.837684721,0.34640456,0.240606123,0.494863657,0.177468346,0.27985393,0.167229787,0.197945463,0.209890447,0.283266783,0.522166479,0.184294051,0.163816935,0.090440599,0.107504864,0.107504863,0.030715675,0.04266066,0.029009249
E07000072,Epping Forest,Rail,11.2616075,0.747865467,0.714627002,0.533892847,0.49442217,0.459106301,0.430022644,0.691775557,0.309533207,0.463261109,1.481189106,0.297068783,0.245133681,0.255520701,0.211895216,0.209817812,0.068554335,0.128799053,0.035315869
E07000010,Fenland,Rail,2.033377594,0.020828452,0.031242677,0.039053347,0.028639121,0.023432008,0.039053347,0.031242677,0.04426046,0.031242677,0.028639121,0.03644979,0.049467573,0.007810669,0.002603556,0.005207113,0,0,0
E07000145,Great Yarmouth,Rail,4.990555721,0.037280048,0.034794711,0.042250721,0.027338702,0.024853365,0.019882692,0.012426683,0.027338702,0.00745601,0.042250721,0.017397356,0.022368029,0.009941346,0.002485337,0.017397356,0.002485337,0.004970673,0.034794712
E07000073,Harlow,Rail,8.188523565,0.282535317,0.320040005,0.222527816,0.130016252,0.192524066,0.130016252,0.207525941,0.120015002,0.437554694,0.515064383,0.227528441,0.142517815,0.052506563,0.035004376,0.13751719,0.005000625,0.012501563,0.012501563
E07000098,Hertsmere,Rail,11.48031093,0.570171692,0.360895191,0.640642351,0.258392415,0.508242932,0.275476211,0.339540446,0.160160588,0.741009652,0.939608781,0.266934313,0.17083796,0.19432818,0.147347741,0.273340736,0.055522337,0.083283506,0.053386863
E07000011,Huntingdonshire,Rail,2.785987818,0.075817934,0.098948829,0.092523581,0.038551492,0.069392685,0.05011694,0.032126243,0.110514277,0.122079724,0.092523581,0.088668431,0.052687039,0.032126243,0.015420597,0.029556144,0.00128505,0.008995348,0.014135547
E07000202,Ipswich,Rail,9.309117205,0.125159927,0.165489236,0.139066585,0.108471936,0.342103799,0.03337598,0.050063971,0.329587807,0.126550592,0.082049285,0.029203983,0.141847917,0.037547978,0.031985315,0.038938644,0.002781332,0.012515993,0.018078657
E07000146,King's Lynn and West Norfolk,Rail,2.982554868,0.143812918,0.095354217,0.051585068,0.037516413,0.017195023,0.043769149,0.018758207,0.050021885,0.046895517,0.054711436,0.031263678,0.045332333,0.02813731,0.007815919,0.018758207,0.004689552,0.007815919,0.003126368
E07000074,Maldon,Rail,3.480278422,0.094526081,0.124602561,0.176162241,0.07733952,0.236315202,0.090229441,0.103119361,0.158975681,0.128899201,0.386697602,0.141789121,0.07733952,0.03007648,0.02577984,0.05155968,0,0.0214832,0.01288992
E07000203,Mid Suffolk,Rail,2.50725534,0.109424806,0.068985204,0.066606404,0.045197203,0.064227604,0.023788001,0.035682002,0.097530805,0.068985204,0.076121604,0.102288406,0.049954803,0.030924402,0.028545602,0.028545602,0.0023788,0.0047576,0.021409202
E07000099,North Hertfordshire,Rail,5.462113329,0.334878441,0.227036231,0.321634661,0.166493236,0.391637499,0.111626147,0.130545833,0.138113707,0.266767572,0.319742692,0.291363163,0.198656702,0.12108599,0.090814492,0.088922524,0.01324378,0.034055435,0.017027718
E07000147,North Norfolk,Rail,2.392296755,0.109761269,0.06984808,0.049891486,0.032429466,0.019956594,0.079826378,0.03492404,0.029934892,0.032429466,0.03492404,0.059869783,0.012472872,0.024945743,0.03492404,0.014967446,0.01746202,0,0.009978297
E07000148,Norwich,Rail,10.99669776,0.187424695,0.084787362,0.168459101,0.139452898,0.291177652,0.068053014,0.045740551,0.156187246,0.110446696,0.034584319,0.035699942,0.116024811,0.055781159,0.046856173,0.025659333,0.004462493,0.014503101,0.005578116
E07000075,Rochford,Rail,7.564809297,0.249553039,0.335220501,0.320321812,0.2011323,0.454410012,0.119189511,0.204856973,0.413438617,0.242103695,0.804529201,0.212306317,0.171334923,0.081942789,0.078218117,0.10056615,0,0.048420739,0.067044099
E07000012,South Cambridgeshire,Rail,3.73806822,0.066751218,0.11614712,0.295040384,0.105466925,0.064081169,0.038715707,0.037380682,0.120152193,0.153527802,0.09478673,0.144182631,0.054735999,0.029370536,0.02136039,0.034710633,0.006675122,0.006675122,0.006675121
E07000149,South Norfolk,Rail,4.025756083,0.029185364,0.105796943,0.056546642,0.036481704,0.047426216,0.021889023,0.014592682,0.036481704,0.043778045,0.043778045,0.023713108,0.018240852,0.016416767,0.012768597,0.03830579,0.001824085,0,0.00364817
E07000240,St Albans,Rail,8.629310623,0.474208845,0.301622633,0.958095422,0.25162102,0.40807768,0.224200781,0.227426691,0.201619407,0.504854995,0.44194974,0.103229136,0.138714152,0.170973257,0.112906867,0.114519823,0.022581374,0.020968418,0.016129553
E07000243,Stevenage,Rail,10.00798687,0.434840485,0.328348937,0.270666016,0.17083019,0.175267338,0.155300173,0.164174469,0.425966189,0.488086258,0.310600346,0.62563784,0.193015929,0.168611616,0.106491547,0.07986866,0.015530017,0.037715756,0.024404313
E07000076,Tendring,Rail,3.880957169,0.140760105,0.212257301,0.111714369,0.116182943,0.107245794,0.087137208,0.078200058,0.154165829,0.055857184,0.239068749,0.078200058,0.216725875,0.033514311,0.035748598,0.037982885,0.013405724,0.004468575,0.013405724
E07000102,Three Rivers,Rail,9.703919699,0.54113161,0.370100376,0.757023496,0.294398026,0.726181798,0.246733584,0.476644423,0.381315539,0.832725845,1.143946616,0.196265351,0.305613189,0.2719677,0.182246397,0.148600908,0.072898559,0.084113722,0.07570235
E07000077,Uttlesford,Rail,5.923447801,0.268129489,0.098396143,0.24107055,0.088556529,0.17219325,0.287808718,0.194332382,0.154973925,0.162353636,0.297648332,0.120535275,0.639574929,0.051657975,0.031978747,0.059037686,0.100856046,0.014759421,0.012299519
E07000103,Watford,Rail,14.26804044,1.855753803,0.871817672,0.651446908,0.230036149,0.494867681,0.255166148,0.527729988,0.380816145,0.605053063,0.628249986,0.282229224,0.355686146,0.187508457,0.146913843,0.245500764,0.218437687,0.048326922,0.094720767
E07000241,Welwyn Hatfield,Rail,8.722569394,1.187327423,0.212178462,0.55369859,0.319720971,0.220898125,0.130794943,0.311001308,0.283389042,0.539165819,0.389478274,0.300828368,0.149687545,0.1017294,0.082836796,0.156953931,0.015986049,0.027612266,0.036331928
E09000002,Barking and Dagenham,Rail,26.55241146,1.127787526,1.691681289,0.601373107,1.143119985,0.695071466,0.5996695,1.827969812,1.327109491,0.396940323,3.449803233,0.645666877,1.025571134,0.569004583,0.383311471,0.461677371,0.098809179,0.155028195,0.117548852
E09000003,Barnet,Rail,27.90711923,1.456622963,1.756831271,1.419096924,1.400716824,0.601182453,0.792641833,0.896029898,0.749754932,0.927429237,1.769084671,0.27187232,0.551403014,0.563656415,0.446483274,0.322417596,0.153933342,0.211371155,0.041355226
E09000004,Bexley,Rail,18.16175102,0.457434643,0.522592484,0.460094146,0.488018936,0.378979282,0.319140448,0.525251988,0.42020159,0.364352012,2.164836042,0.373660275,0.410893327,0.158240472,0.151591713,0.183505758,0.034573549,0.083774368,0.166218984
E09000005,Brent,Rail,36.70515994,1.703305707,2.470008883,1.400591629,2.049141448,0.564031358,1.009909358,1.874929927,1.066829954,1.201369544,3.570473735,1.151348414,1.263464739,0.778777242,0.513147795,0.799475641,0.200084518,0.40879337,0.132814723
E09000006,Bromley,Rail,22.67661966,0.939774276,0.940665057,0.938883495,0.636017851,1.708518542,0.379472836,0.710843481,0.883655054,0.633345507,1.459990558,0.26634361,0.369674241,0.342950802,0.236057046,0.172811573,0.034740471,0.149651259,0.053446879
E09000007,Camden,Rail,71.15577669,3.535484436,6.896476197,14.19304439,6.213837488,2.362587018,2.032949182,2.727634456,3.256223146,6.868732592,1.524073053,0.978327134,2.307829902,2.229344703,2.062883072,0.967740758,0.780471422,0.810405312,0.243486642
